BudgetID,DateKey,SegmentID,GeographyID,BudgetRevenue,BudgetCOGS,BudgetOpEx,BudgetGrossProfit,BudgetOperatingIncome
1320,20260101,2,6,7607469.19,2282240.76,2662614.22,5325228.43,2662614.21
1321,20260101,2,7,3279940.76,983982.23,1147979.27,2295958.53,1147979.26
1322,20260101,2,8,4060899.8,1218269.94,1421314.93,2842629.86,1421314.93
1323,20260101,2,9,2776883.74,833065.12,971909.31,1943818.62,971909.31
1324,20260101,2,10,2466533.3,739959.99,863286.65,1726573.31,863286.66
1325,20260101,2,11,9237106.78,2771132.03,3232987.37,6465974.75,3232987.38
1326,20260101,2,12,4509716.86,1352915.06,1578400.9,3156801.8,1578400.9
1327,20260101,2,13,8819014.33,2645704.3,3086655.02,6173310.03,3086655.01
1328,20260101,2,14,5468570.1,1640571.03,1913999.53,3827999.07,1913999.54
1329,20260101,2,15,8063770.58,2419131.17,2822319.7,5644639.41,2822319.71
1330,20260101,2,16,3269938.45,980981.54,1144478.46,2288956.91,1144478.45
1331,20260101,2,17,5089714.14,1526914.24,1781399.95,3562799.9,1781399.95
1332,20260101,2,18,5341803.48,1602541.04,1869631.22,3739262.44,1869631.22
1333,20260101,3,1,8754809.77,3064183.42,3064183.42,5690626.35,2626442.93
1334,20260101,3,2,8926752.52,3124363.38,3124363.38,5802389.14,2678025.76
1335,20260101,3,3,6409396.53,2243288.79,2243288.79,4166107.74,1922818.95
1336,20260101,3,4,4152034.49,1453212.07,1453212.07,2698822.42,1245610.35
1337,20260101,3,5,6322503.05,2212876.07,2212876.07,4109626.98,1896750.91
1338,20260101,3,6,7935588.85,2777456.1,2777456.1,5158132.75,2380676.65
1339,20260101,3,7,4740278.37,1659097.43,1659097.43,3081180.94,1422083.51
1340,20260101,3,8,4732536.99,1656387.95,1656387.95,3076149.04,1419761.09
1341,20260101,3,9,2648596.28,927008.7,927008.7,1721587.58,794578.88
1342,20260101,3,10,4033978.46,1411892.46,1411892.46,2622086.0,1210193.54
1343,20260101,3,11,8694803.24,3043181.13,3043181.13,5651622.11,2608440.98
1344,20260101,3,12,6390750.4,2236762.64,2236762.64,4153987.76,1917225.12
1345,20260101,3,13,2869390.57,1004286.7,1004286.7,1865103.87,860817.17
1346,20260101,3,14,4356377.69,1524732.19,1524732.19,2831645.5,1306913.31
1347,20260101,3,15,6676760.14,2336866.05,2336866.05,4339894.09,2003028.04
1348,20260101,3,16,8347820.0,2921737.0,2921737.0,5426083.0,2504346.0
1349,20260101,3,17,6291761.4,2202116.49,2202116.49,4089644.91,1887528.42
1350,20260101,3,18,3047802.25,1066730.79,1066730.79,1981071.46,914340.67
1351,20260201,1,1,4816734.18,2167530.38,1685856.96,2649203.8,963346.84
1352,20260201,1,2,4572730.63,2057728.78,1600455.72,2515001.85,914546.13
1353,20260201,1,3,4853718.68,2184173.41,1698801.54,2669545.27,970743.73
1354,20260201,1,4,4696069.6,2113231.32,1643624.36,2582838.28,939213.92
1355,20260201,1,5,2221249.48,999562.27,777437.32,1221687.21,444249.89
1356,20260201,1,6,3268762.48,1470943.12,1144066.87,1797819.36,653752.49
1357,20260201,1,7,4562155.42,2052969.94,1596754.4,2509185.48,912431.08
1358,20260201,1,8,3302470.38,1486111.67,1155864.63,1816358.71,660494.08
1359,20260201,1,9,3316460.93,1492407.42,1160761.33,1824053.51,663292.18
1360,20260201,1,10,5336919.42,2401613.74,1867921.8,2935305.68,1067383.88
1361,20260201,1,11,4697671.35,2113952.11,1644184.97,2583719.24,939534.27
1362,20260201,1,12,4829853.17,2173433.93,1690448.61,2656419.24,965970.63
1363,20260201,1,13,2304956.5,1037230.42,806734.77,1267726.08,460991.31
1364,20260201,1,14,5784464.7,2603009.12,2024562.65,3181455.58,1156892.93
1365,20260201,1,15,5967262.6,2685268.17,2088541.91,3281994.43,1193452.52
1366,20260201,1,16,6708608.91,3018874.01,2348013.12,3689734.9,1341721.78
1367,20260201,1,17,3352441.16,1508598.52,1173354.41,1843842.64,670488.23
1368,20260201,1,18,5901299.09,2655584.59,2065454.68,3245714.5,1180259.82
1369,20260201,2,1,7714617.27,2314385.18,2700116.04,5400232.09,2700116.05
1370,20260201,2,2,7449016.23,2234704.87,2607155.68,5214311.36,2607155.68
1371,20260201,2,3,2791062.69,837318.81,976871.94,1953743.88,976871.94
1372,20260201,2,4,3905526.99,1171658.1,1366934.45,2733868.89,1366934.44
1373,20260201,2,5,2571657.67,771497.3,900080.18,1800160.37,900080.19
1374,20260201,2,6,8411842.07,2523552.62,2944144.72,5888289.45,2944144.73
1375,20260201,2,7,5541888.37,1662566.51,1939660.93,3879321.86,1939660.93
1376,20260201,2,8,6118364.89,1835509.47,2141427.71,4282855.42,2141427.71
1377,20260201,2,9,8497824.26,2549347.28,2974238.49,5948476.98,2974238.49
1378,20260201,2,10,4221695.37,1266508.61,1477593.38,2955186.76,1477593.38
1379,20260201,2,11,8768496.42,2630548.93,3068973.75,6137947.49,3068973.74
1380,20260201,2,12,5209279.26,1562783.78,1823247.74,3646495.48,1823247.74
1381,20260201,2,13,8635042.55,2590512.76,3022264.89,6044529.79,3022264.9
1382,20260201,2,14,2591371.16,777411.35,906979.91,1813959.81,906979.9
1383,20260201,2,15,5665714.45,1699714.34,1983000.06,3966000.11,1983000.05
1384,20260201,2,16,7378744.92,2213623.48,2582560.72,5165121.44,2582560.72
1385,20260201,2,17,3608093.24,1082427.97,1262832.63,2525665.27,1262832.64
1386,20260201,2,18,5742001.17,1722600.35,2009700.41,4019400.82,2009700.41
1387,20260201,3,1,4180521.69,1463182.59,1463182.59,2717339.1,1254156.51
1388,20260201,3,2,8775966.11,3071588.14,3071588.14,5704377.97,2632789.83
1389,20260201,3,3,6180758.99,2163265.65,2163265.65,4017493.34,1854227.69
1390,20260201,3,4,3298299.7,1154404.9,1154404.9,2143894.8,989489.9
1391,20260201,3,5,5195015.86,1818255.55,1818255.55,3376760.31,1558504.76
1392,20260201,3,6,4026667.14,1409333.5,1409333.5,2617333.64,1208000.14
1393,20260201,3,7,9609816.48,3363435.77,3363435.77,6246380.71,2882944.94
1394,20260201,3,8,4002109.9,1400738.46,1400738.46,2601371.44,1200632.98
1395,20260201,3,9,8655746.74,3029511.36,3029511.36,5626235.38,2596724.02
1396,20260201,3,10,5269946.03,1844481.11,1844481.11,3425464.92,1580983.81
1397,20260201,3,11,2808161.37,982856.48,982856.48,1825304.89,842448.41
1398,20260201,3,12,6087298.37,2130554.43,2130554.43,3956743.94,1826189.51
1399,20260201,3,13,5233820.32,1831837.11,1831837.11,3401983.21,1570146.1
1400,20260201,3,14,3393843.55,1187845.24,1187845.24,2205998.31,1018153.07
1401,20260201,3,15,7294855.54,2553199.44,2553199.44,4741656.1,2188456.66
1402,20260201,3,16,7359838.14,2575943.35,2575943.35,4783894.79,2207951.44
1403,20260201,3,17,7323481.6,2563218.56,2563218.56,4760263.04,2197044.48
1404,20260201,3,18,8834660.95,3092131.33,3092131.33,5742529.62,2650398.29
1405,20260301,1,1,7433011.23,3344855.05,2601553.93,4088156.18,1486602.25
1406,20260301,1,2,5111019.28,2299958.68,1788856.75,2811060.6,1022203.85
1407,20260301,1,3,5295315.42,2382891.94,1853360.4,2912423.48,1059063.08
1408,20260301,1,4,3973949.79,1788277.41,1390882.43,2185672.38,794789.95
1409,20260301,1,5,7785016.24,3503257.31,2724755.68,4281758.93,1557003.25
1410,20260301,1,6,7289530.4,3280288.68,2551335.64,4009241.72,1457906.08
1411,20260301,1,7,2854137.6,1284361.92,998948.16,1569775.68,570827.52
1412,20260301,1,8,6272881.6,2822796.72,2195508.56,3450084.88,1254576.32
1413,20260301,1,9,2933210.11,1319944.55,1026623.54,1613265.56,586642.02
1414,20260301,1,10,5040253.18,2268113.93,1764088.61,2772139.25,1008050.64
1415,20260301,1,11,6453544.62,2904095.08,2258740.62,3549449.54,1290708.92
1416,20260301,1,12,2879890.54,1295950.74,1007961.69,1583939.8,575978.11
1417,20260301,1,13,5540575.65,2493259.04,1939201.48,3047316.61,1108115.13
1418,20260301,1,14,8095406.09,3642932.74,2833392.13,4452473.35,1619081.22
1419,20260301,1,15,6107682.88,2748457.3,2137689.01,3359225.58,1221536.57
1420,20260301,1,16,4725081.22,2126286.55,1653778.43,2598794.67,945016.24
1421,20260301,1,17,6247891.54,2811551.19,2186762.04,3436340.35,1249578.31
1422,20260301,1,18,4921127.48,2214507.37,1722394.62,2706620.11,984225.49
1423,20260301,2,1,8195284.21,2458585.26,2868349.47,5736698.95,2868349.48
1424,20260301,2,2,5090290.83,1527087.25,1781601.79,3563203.58,1781601.79
1425,20260301,2,3,4176576.54,1252972.96,1461801.79,2923603.58,1461801.79
1426,20260301,2,4,4344214.62,1303264.39,1520475.12,3040950.23,1520475.11
1427,20260301,2,5,6600591.63,1980177.49,2310207.07,4620414.14,2310207.07
1428,20260301,2,6,8765903.45,2629771.03,3068066.21,6136132.42,3068066.21
1429,20260301,2,7,2526861.98,758058.59,884401.69,1768803.39,884401.7
1430,20260301,2,8,7565409.3,2269622.79,2647893.25,5295786.51,2647893.26
1431,20260301,2,9,3242216.4,972664.92,1134775.74,2269551.48,1134775.74
1432,20260301,2,10,8717083.18,2615124.95,3050979.11,6101958.23,3050979.12
1433,20260301,2,11,4039294.19,1211788.26,1413752.97,2827505.93,1413752.96
1434,20260301,2,12,7583074.7,2274922.41,2654076.15,5308152.29,2654076.14
1435,20260301,2,13,5311764.93,1593529.48,1859117.73,3718235.45,1859117.72
1436,20260301,2,14,5567626.1,1670287.83,1948669.13,3897338.27,1948669.14
1437,20260301,2,15,3410729.01,1023218.7,1193755.15,2387510.31,1193755.16
1438,20260301,2,16,3502969.96,1050890.99,1226039.49,2452078.97,1226039.48
1439,20260301,2,17,8699083.61,2609725.08,3044679.26,6089358.53,3044679.27
1440,20260301,2,18,5941767.54,1782530.26,2079618.64,4159237.28,2079618.64
1441,20260301,3,1,9000934.42,3150327.05,3150327.05,5850607.37,2700280.32
1442,20260301,3,2,3567932.67,1248776.43,1248776.43,2319156.24,1070379.81
1443,20260301,3,3,3709217.91,1298226.27,1298226.27,2410991.64,1112765.37
1444,20260301,3,4,5239945.76,1833981.02,1833981.02,3405964.74,1571983.72
1445,20260301,3,5,8520419.49,2982146.82,2982146.82,5538272.67,2556125.85
1446,20260301,3,6,3942108.38,1379737.93,1379737.93,2562370.45,1182632.52
1447,20260301,3,7,9235897.61,3232564.16,3232564.16,6003333.45,2770769.29
1448,20260301,3,8,7233001.44,2531550.5,2531550.5,4701450.94,2169900.44
1449,20260301,3,9,8573996.82,3000898.89,3000898.89,5573097.93,2572199.04
1450,20260301,3,10,5866520.36,2053282.13,2053282.13,3813238.23,1759956.1
1451,20260301,3,11,9755672.15,3414485.25,3414485.25,6341186.9,2926701.65
1452,20260301,3,12,2953696.42,1033793.75,1033793.75,1919902.67,886108.92
1453,20260301,3,13,5734397.79,2007039.23,2007039.23,3727358.56,1720319.33
1454,20260301,3,14,4978819.26,1742586.74,1742586.74,3236232.52,1493645.78
1455,20260301,3,15,3118751.13,1091562.9,1091562.9,2027188.23,935625.33
1456,20260301,3,16,4738585.48,1658504.92,1658504.92,3080080.56,1421575.64
1457,20260301,3,17,10088687.11,3531040.49,3531040.49,6557646.62,3026606.13
1458,20260301,3,18,3845716.84,1346000.89,1346000.89,2499715.95,1153715.06
1459,20260401,1,1,3144265.18,1414919.33,1100492.81,1729345.85,628853.04
1460,20260401,1,2,5787921.44,2604564.65,2025772.5,3183356.79,1157584.29
1461,20260401,1,3,8287047.2,3729171.24,2900466.52,4557875.96,1657409.44
1462,20260401,1,4,3778269.19,1700221.14,1322394.22,2078048.05,755653.83
1463,20260401,1,5,7238881.43,3257496.64,2533608.5,3981384.79,1447776.29
1464,20260401,1,6,5606003.34,2522701.5,1962101.17,3083301.84,1121200.67
1465,20260401,1,7,3313949.52,1491277.28,1159882.33,1822672.24,662789.91
1466,20260401,1,8,6293662.14,2832147.96,2202781.75,3461514.18,1258732.43
1467,20260401,1,9,3574083.65,1608337.64,1250929.28,1965746.01,714816.73
1468,20260401,1,10,6126536.0,2756941.2,2144287.6,3369594.8,1225307.2
1469,20260401,1,11,8828727.44,3972927.35,3090054.6,4855800.09,1765745.49
1470,20260401,1,12,5961454.02,2682654.31,2086508.91,3278799.71,1192290.8
1471,20260401,1,13,9051521.05,4073184.47,3168032.37,4978336.58,1810304.21
1472,20260401,1,14,4253651.64,1914143.24,1488778.07,2339508.4,850730.33
1473,20260401,1,15,3476944.27,1564624.92,1216930.49,1912319.35,695388.86
1474,20260401,1,16,6411206.58,2885042.96,2243922.3,3526163.62,1282241.32
1475,20260401,1,17,6383036.6,2872366.47,2234062.81,3510670.13,1276607.32
1476,20260401,1,18,8008213.17,3603695.93,2802874.61,4404517.24,1601642.63
1477,20260401,2,1,7328875.94,2198662.78,2565106.58,5130213.16,2565106.58
1478,20260401,2,2,5118184.52,1535455.36,1791364.58,3582729.16,1791364.58
1479,20260401,2,3,6766345.29,2029903.59,2368220.85,4736441.7,2368220.85
1480,20260401,2,4,8606982.87,2582094.86,3012444.0,6024888.01,3012444.01
1481,20260401,2,5,4634912.62,1390473.79,1622219.42,3244438.83,1622219.41
1482,20260401,2,6,6523950.5,1957185.15,2283382.67,4566765.35,2283382.68
1483,20260401,2,7,8451992.0,2535597.6,2958197.2,5916394.4,2958197.2
1484,20260401,2,8,5507404.4,1652221.32,1927591.54,3855183.08,1927591.54
1485,20260401,2,9,7254378.64,2176313.59,2539032.52,5078065.05,2539032.53
1486,20260401,2,10,8621287.61,2586386.28,3017450.66,6034901.33,3017450.67
1487,20260401,2,11,6363193.03,1908957.91,2227117.56,4454235.12,2227117.56
1488,20260401,2,12,2704652.71,811395.81,946628.45,1893256.9,946628.45
1489,20260401,2,13,6027322.48,1808196.74,2109562.87,4219125.74,2109562.87
1490,20260401,2,14,6861672.37,2058501.71,2401585.33,4803170.66,2401585.33
1491,20260401,2,15,5979266.38,1793779.91,2092743.23,4185486.47,2092743.24
1492,20260401,2,16,6636290.32,1990887.1,2322701.61,4645403.22,2322701.61
1493,20260401,2,17,6640343.88,1992103.16,2324120.36,4648240.72,2324120.36
1494,20260401,2,18,7602740.19,2280822.06,2660959.07,5321918.13,2660959.06
1495,20260401,3,1,4768490.99,1668971.85,1668971.85,3099519.14,1430547.29
1496,20260401,3,2,7647362.21,2676576.77,2676576.77,4970785.44,2294208.67
1497,20260401,3,3,8758072.39,3065325.34,3065325.34,5692747.05,2627421.71
1498,20260401,3,4,7918105.55,2771336.94,2771336.94,5146768.61,2375431.67
1499,20260401,3,5,5452706.96,1908447.44,1908447.44,3544259.52,1635812.08
1500,20260401,3,6,4489095.36,1571183.38,1571183.38,2917911.98,1346728.6
1501,20260401,3,7,3912396.62,1369338.82,1369338.82,2543057.8,1173718.98
1502,20260401,3,8,10961988.88,3836696.11,3836696.11,7125292.77,3288596.66
1503,20260401,3,9,3255127.59,1139294.66,1139294.66,2115832.93,976538.27
1504,20260401,3,10,11040607.39,3864212.59,3864212.59,7176394.8,3312182.21
1505,20260401,3,11,4891966.13,1712188.15,1712188.15,3179777.98,1467589.83
1506,20260401,3,12,4262008.28,1491702.9,1491702.9,2770305.38,1278602.48
1507,20260401,3,13,8376370.25,2931729.59,2931729.59,5444640.66,2512911.07
1508,20260401,3,14,7812394.74,2734338.16,2734338.16,5078056.58,2343718.42
1509,20260401,3,15,3848623.64,1347018.27,1347018.27,2501605.37,1154587.1
1510,20260401,3,16,9626097.67,3369134.18,3369134.18,6256963.49,2887829.31
1511,20260401,3,17,11103873.09,3886355.58,3886355.58,7217517.51,3331161.93
1512,20260401,3,18,9385510.52,3284928.68,3284928.68,6100581.84,2815653.16
1513,20260501,1,1,5639615.94,2537827.17,1973865.58,3101788.77,1127923.19
1514,20260501,1,2,4372585.4,1967663.43,1530404.89,2404921.97,874517.08
1515,20260501,1,3,8352215.02,3758496.76,2923275.26,4593718.26,1670443.0
1516,20260501,1,4,4308459.31,1938806.69,1507960.76,2369652.62,861691.86
1517,20260501,1,5,6105698.71,2747564.42,2136994.55,3358134.29,1221139.74
1518,20260501,1,6,6825773.28,3071597.98,2389020.65,3754175.3,1365154.65
1519,20260501,1,7,4885071.12,2198282.0,1709774.89,2686789.12,977014.23
1520,20260501,1,8,4917948.5,2213076.83,1721281.97,2704871.67,983589.7
1521,20260501,1,9,5392547.68,2426646.46,1887391.69,2965901.22,1078509.53
1522,20260501,1,10,7823324.01,3520495.8,2738163.4,4302828.21,1564664.81
1523,20260501,1,11,4460563.78,2007253.7,1561197.32,2453310.08,892112.76
1524,20260501,1,12,5687642.09,2559438.94,1990674.73,3128203.15,1137528.42
1525,20260501,1,13,5651868.16,2543340.67,1978153.86,3108527.49,1130373.63
1526,20260501,1,14,4812610.84,2165674.88,1684413.79,2646935.96,962522.17
1527,20260501,1,15,7088380.47,3189771.21,2480933.16,3898609.26,1417676.1
1528,20260501,1,16,8188158.87,3684671.49,2865855.6,4503487.38,1637631.78
1529,20260501,1,17,3920698.92,1764314.51,1372244.62,2156384.41,784139.79
1530,20260501,1,18,6561777.53,2952799.89,2296622.14,3608977.64,1312355.5
1531,20260501,2,1,5445325.7,1633597.71,1905863.99,3811727.99,1905864.0
1532,20260501,2,2,6213802.07,1864140.62,2174830.72,4349661.45,2174830.73
1533,20260501,2,3,3443390.78,1033017.23,1205186.77,2410373.55,1205186.78
1534,20260501,2,4,7982573.32,2394772.0,2793900.66,5587801.32,2793900.66
1535,20260501,2,5,5980679.94,1794203.98,2093237.98,4186475.96,2093237.98
1536,20260501,2,6,2984962.16,895488.65,1044736.76,2089473.51,1044736.75
1537,20260501,2,7,6013982.28,1804194.68,2104893.8,4209787.6,2104893.8
1538,20260501,2,8,2903028.47,870908.54,1016059.96,2032119.93,1016059.97
1539,20260501,2,9,2762342.75,828702.82,966819.96,1933639.93,966819.97
1540,20260501,2,10,9285443.62,2785633.09,3249905.27,6499810.53,3249905.26
1541,20260501,2,11,8611886.53,2583565.96,3014160.29,6028320.57,3014160.28
1542,20260501,2,12,4820996.57,1446298.97,1687348.8,3374697.6,1687348.8
1543,20260501,2,13,4859490.27,1457847.08,1700821.59,3401643.19,1700821.6
1544,20260501,2,14,7656339.01,2296901.7,2679718.65,5359437.31,2679718.66
1545,20260501,2,15,7779219.96,2333765.99,2722726.99,5445453.97,2722726.98
1546,20260501,2,16,9436112.51,2830833.75,3302639.38,6605278.76,3302639.38
1547,20260501,2,17,6318275.27,1895482.58,2211396.34,4422792.69,2211396.35
1548,20260501,2,18,5601700.26,1680510.08,1960595.09,3921190.18,1960595.09
1549,20260501,3,1,8550111.33,2992538.97,2992538.97,5557572.36,2565033.39
1550,20260501,3,2,7213007.14,2524552.5,2524552.5,4688454.64,2163902.14
1551,20260501,3,3,4390110.23,1536538.58,1536538.58,2853571.65,1317033.07
1552,20260501,3,4,3677996.88,1287298.91,1287298.91,2390697.97,1103399.06
1553,20260501,3,5,5436757.47,1902865.11,1902865.11,3533892.36,1631027.25
1554,20260501,3,6,3758586.32,1315505.21,1315505.21,2443081.11,1127575.9
1555,20260501,3,7,6694820.89,2343187.31,2343187.31,4351633.58,2008446.27
1556,20260501,3,8,6985112.9,2444789.52,2444789.52,4540323.38,2095533.86
1557,20260501,3,9,5754038.91,2013913.62,2013913.62,3740125.29,1726211.67
1558,20260501,3,10,8076869.12,2826904.19,2826904.19,5249964.93,2423060.74
1559,20260501,3,11,7828099.1,2739834.68,2739834.68,5088264.42,2348429.74
1560,20260501,3,12,4217174.0,1476010.9,1476010.9,2741163.1,1265152.2
1561,20260501,3,13,7038494.39,2463473.04,2463473.04,4575021.35,2111548.31
1562,20260501,3,14,9569598.67,3349359.53,3349359.53,6220239.14,2870879.61
1563,20260501,3,15,6961393.88,2436487.86,2436487.86,4524906.02,2088418.16
1564,20260501,3,16,6331259.06,2215940.67,2215940.67,4115318.39,1899377.72
1565,20260501,3,17,9225478.39,3228917.44,3228917.44,5996560.95,2767643.51
1566,20260501,3,18,8637964.66,3023287.63,3023287.63,5614677.03,2591389.4
1567,20260601,1,1,6423366.85,2890515.08,2248178.4,3532851.77,1284673.37
1568,20260601,1,2,8849599.61,3982319.82,3097359.86,4867279.79,1769919.93
1569,20260601,1,3,6390214.53,2875596.54,2236575.09,3514617.99,1278042.9
1570,20260601,1,4,7917681.2,3562956.54,2771188.42,4354724.66,1583536.24
1571,20260601,1,5,4842775.91,2179249.16,1694971.57,2663526.75,968555.18
1572,20260601,1,6,6437640.41,2896938.18,2253174.14,3540702.23,1287528.09
1573,20260601,1,7,8471761.08,3812292.49,2965116.38,4659468.59,1694352.21
1574,20260601,1,8,7324574.1,3296058.34,2563600.93,4028515.76,1464914.83
1575,20260601,1,9,4615021.39,2076759.63,1615257.49,2538261.76,923004.27
1576,20260601,1,10,9678357.04,4355260.67,3387424.96,5323096.37,1935671.41
1577,20260601,1,11,3221190.27,1449535.62,1127416.59,1771654.65,644238.06
1578,20260601,1,12,7535779.07,3391100.58,2637522.67,4144678.49,1507155.82
1579,20260601,1,13,7190653.97,3235794.29,2516728.89,3954859.68,1438130.79
1580,20260601,1,14,9265231.29,4169354.08,3242830.95,5095877.21,1853046.26
1581,20260601,1,15,2786808.07,1254063.63,975382.82,1532744.44,557361.62
1582,20260601,1,16,3664479.74,1649015.88,1282567.91,2015463.86,732895.95
1583,20260601,1,17,6091201.84,2741040.83,2131920.64,3350161.01,1218240.37
1584,20260601,1,18,3703537.98,1666592.09,1296238.29,2036945.89,740707.6
1585,20260601,2,1,8999598.71,2699879.61,3149859.55,6299719.1,3149859.55
1586,20260601,2,2,9685077.65,2905523.3,3389777.18,6779554.35,3389777.17
1587,20260601,2,3,7381896.46,2214568.94,2583663.76,5167327.52,2583663.76
1588,20260601,2,4,4979803.82,1493941.15,1742931.34,3485862.67,1742931.33
1589,20260601,2,5,4357476.96,1307243.09,1525116.94,3050233.87,1525116.93
1590,20260601,2,6,6460746.13,1938223.84,2261261.15,4522522.29,2261261.14
1591,20260601,2,7,6282494.07,1884748.22,2198872.92,4397745.85,2198872.93
1592,20260601,2,8,6537082.71,1961124.81,2287978.95,4575957.9,2287978.95
1593,20260601,2,9,7355024.18,2206507.25,2574258.46,5148516.93,2574258.47
1594,20260601,2,10,2852038.17,855611.45,998213.36,1996426.72,998213.36
1595,20260601,2,11,6622398.42,1986719.53,2317839.45,4635678.89,2317839.44
1596,20260601,2,12,7802593.3,2340777.99,2730907.65,5461815.31,2730907.66
1597,20260601,2,13,7940180.34,2382054.1,2779063.12,5558126.24,2779063.12
1598,20260601,2,14,7019672.05,2105901.61,2456885.22,4913770.44,2456885.22
1599,20260601,2,15,4420287.27,1326086.18,1547100.54,3094201.09,1547100.55
1600,20260601,2,16,3479056.28,1043716.88,1217669.7,2435339.4,1217669.7
1601,20260601,2,17,9174351.09,2752305.33,3211022.88,6422045.76,3211022.88
1602,20260601,2,18,10013960.81,3004188.24,3504886.28,7009772.57,3504886.29
1603,20260601,3,1,2492599.65,872409.88,872409.88,1620189.77,747779.89
1604,20260601,3,2,9211317.9,3223961.26,3223961.27,5987356.64,2763395.37
1605,20260601,3,3,4982731.42,1743956.0,1743956.0,3238775.42,1494819.42
1606,20260601,3,4,6269930.89,2194475.81,2194475.81,4075455.08,1880979.27
1607,20260601,3,5,2743925.53,960373.94,960373.94,1783551.59,823177.65
1608,20260601,3,6,7151363.48,2502977.22,2502977.22,4648386.26,2145409.04
1609,20260601,3,7,7932915.7,2776520.5,2776520.5,5156395.2,2379874.7
1610,20260601,3,8,3236480.88,1132768.31,1132768.31,2103712.57,970944.26
1611,20260601,3,9,4905238.89,1716833.61,1716833.61,3188405.28,1471571.67
1612,20260601,3,10,7833447.24,2741706.53,2741706.53,5091740.71,2350034.18
1613,20260601,3,11,5049870.27,1767454.59,1767454.59,3282415.68,1514961.09
1614,20260601,3,12,6040832.99,2114291.55,2114291.55,3926541.44,1812249.89
1615,20260601,3,13,7122703.07,2492946.07,2492946.07,4629757.0,2136810.93
1616,20260601,3,14,2662384.37,931834.53,931834.53,1730549.84,798715.31
1617,20260601,3,15,3400264.89,1190092.71,1190092.71,2210172.18,1020079.47
1618,20260601,3,16,2997192.47,1049017.36,1049017.36,1948175.11,899157.75
1619,20260601,3,17,2376448.09,831756.83,831756.83,1544691.26,712934.43
1620,20260601,3,18,7042217.19,2464776.02,2464776.02,4577441.17,2112665.15
1621,20260701,1,1,5160992.9,2322446.81,1806347.52,2838546.09,1032198.57
1622,20260701,1,2,7250100.67,3262545.3,2537535.23,3987555.37,1450020.14
1623,20260701,1,3,6637008.92,2986654.01,2322953.12,3650354.91,1327401.79
1624,20260701,1,4,6193192.24,2786936.51,2167617.28,3406255.73,1238638.45
1625,20260701,1,5,8641771.73,3888797.28,3024620.11,4752974.45,1728354.34
1626,20260701,1,6,6459941.53,2906973.69,2260979.54,3552967.84,1291988.3
1627,20260701,1,7,3546031.07,1595713.98,1241110.87,1950317.09,709206.22
1628,20260701,1,8,5304404.55,2386982.05,1856541.59,2917422.5,1060880.91
1629,20260701,1,9,4788040.83,2154618.37,1675814.29,2633422.46,957608.17
1630,20260701,1,10,9338168.47,4202175.81,3268358.96,5135992.66,1867633.7
1631,20260701,1,11,5141360.66,2313612.3,1799476.23,2827748.36,1028272.13
1632,20260701,1,12,3086346.42,1388855.89,1080221.25,1697490.53,617269.28
1633,20260701,1,13,3236942.23,1456624.0,1132929.78,1780318.23,647388.45
1634,20260701,1,14,6199362.61,2789713.17,2169776.91,3409649.44,1239872.53
1635,20260701,1,15,3265168.41,1469325.78,1142808.94,1795842.63,653033.69
1636,20260701,1,16,5214246.08,2346410.74,1824986.13,2867835.34,1042849.21
1637,20260701,1,17,6893118.77,3101903.45,2412591.57,3791215.32,1378623.75
1638,20260701,1,18,3784683.14,1703107.41,1324639.1,2081575.73,756936.63
1639,20260701,2,1,9122325.3,2736697.59,3192813.85,6385627.71,3192813.86
1640,20260701,2,2,10553641.42,3166092.43,3693774.5,7387548.99,3693774.49
1641,20260701,2,3,7460046.04,2238013.81,2611016.11,5222032.23,2611016.12
1642,20260701,2,4,5281955.7,1584586.71,1848684.49,3697368.99,1848684.5
1643,20260701,2,5,5904374.66,1771312.4,2066531.13,4133062.26,2066531.13
1644,20260701,2,6,9141784.5,2742535.35,3199624.57,6399249.15,3199624.58
1645,20260701,2,7,4264619.17,1279385.75,1492616.71,2985233.42,1492616.71
1646,20260701,2,8,3615160.14,1084548.04,1265306.05,2530612.1,1265306.05
1647,20260701,2,9,8048925.47,2414677.64,2817123.91,5634247.83,2817123.92
1648,20260701,2,10,5739856.06,1721956.82,2008949.62,4017899.24,2008949.62
1649,20260701,2,11,6746550.7,2023965.21,2361292.75,4722585.49,2361292.74
1650,20260701,2,12,9366463.31,2809938.99,3278262.16,6556524.32,3278262.16
1651,20260701,2,13,10199585.52,3059875.66,3569854.93,7139709.86,3569854.93
1652,20260701,2,14,9258691.58,2777607.47,3240542.05,6481084.11,3240542.06
1653,20260701,2,15,9712010.07,2913603.02,3399203.52,6798407.05,3399203.53
1654,20260701,2,16,9325919.18,2797775.75,3264071.71,6528143.43,3264071.72
1655,20260701,2,17,5504634.64,1651390.39,1926622.12,3853244.25,1926622.13
1656,20260701,2,18,3382319.96,1014695.99,1183811.99,2367623.97,1183811.98
1657,20260701,3,1,3378866.86,1182603.4,1182603.4,2196263.46,1013660.06
1658,20260701,3,2,5795285.24,2028349.83,2028349.83,3766935.41,1738585.58
1659,20260701,3,3,5674761.91,1986166.67,1986166.67,3688595.24,1702428.57
1660,20260701,3,4,6860878.0,2401307.3,2401307.3,4459570.7,2058263.4
1661,20260701,3,5,4828323.77,1689913.32,1689913.32,3138410.45,1448497.13
